ats,board_token,company_name,company_domain,hq_country,japan_hiring_evidence,source_url,checked_on
greenhouse,moon,Moon Creative Lab,mooncreativelab.com,JP,"3 Japan-located posting(s) on the public greenhouse board, e.g. ""Chiyoda, Tokyo, Japan""",https://job-boards.greenhouse.io/moon,2026-09-21
greenhouse,newrelic,New Relic,newrelic.com,US,"7 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/newrelic,2026-09-21
greenhouse,okta,Okta,okta.com,US,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/okta,2026-09-21
greenhouse,oktajp,Okta Japan,okta.com,JP,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/oktajp,2026-09-21
greenhouse,paypay,PayPay,paypay.ne.jp,JP,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""北海道札幌市""",https://job-boards.greenhouse.io/paypay,2026-09-21
greenhouse,paypaycard,PayPay Card,paypay-card.co.jp,JP,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Hybrid; Tokyo/Fukuoka""",https://job-boards.greenhouse.io/paypaycard,2026-09-21
greenhouse,paypaysec,PayPay Securities,paypay-sec.co.jp,JP,"20 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo (Remote/Hybrid)""",https://job-boards.greenhouse.io/paypaysec,2026-09-21
greenhouse,pdi,Polyphony Digital,polyphony.co.jp,JP,"18 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan, Tokyo""",https://job-boards.greenhouse.io/pdi,2026-09-21
greenhouse,pingcap,PingCAP,pingcap.com,US,"5 Japan-located posting(s) on the public greenhouse board, e.g. ""Hybrid - Tokyo""",https://job-boards.greenhouse.io/pingcap,2026-09-21
greenhouse,pinterest,Pinterest,pinterest.com,US,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, JP""",https://job-boards.greenhouse.io/pinterest,2026-09-21
greenhouse,pitchbookdata,PitchBook,pitchbook.com,US,"2 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo Prefecture, Japan""",https://job-boards.greenhouse.io/pitchbookdata,2026-09-21
greenhouse,purestorage,Pure Storage,purestorage.com,US,"14 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/purestorage,2026-09-21
greenhouse,qualtrics,Qualtrics,qualtrics.com,US,"3 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/qualtrics,2026-09-21
greenhouse,rakutenmedicaljpn,Rakuten Medical Japan,rakuten-med.com,JP,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""東京都, Japan""",https://job-boards.greenhouse.io/rakutenmedicaljpn,2026-09-21
greenhouse,realtimeboardglobal,Miro,miro.com,NL,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, JP""",https://job-boards.greenhouse.io/realtimeboardglobal,2026-09-21
greenhouse,recordedfuture,Recorded Future,recordedfuture.com,US,"3 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/recordedfuture,2026-09-21
greenhouse,rubrik,Rubrik,rubrik.com,US,"3 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/rubrik,2026-09-21
greenhouse,rzr,RZR Global,rzr.global,US,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/rzr,2026-09-21
greenhouse,sayari,Sayari,sayari.com,US,"5 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Tokyo, Japan""",https://job-boards.greenhouse.io/sayari,2026-09-21
greenhouse,scopely,Scopely,scopely.com,US,"12 Japan-located posting(s) on the public greenhouse board, e.g. ""JP - Tokyo, Japan""",https://job-boards.greenhouse.io/scopely,2026-09-21
greenhouse,shifttechnology,Shift Technology,shift-technology.com,FR,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan - Tokyo""",https://job-boards.greenhouse.io/shifttechnology,2026-09-21
greenhouse,siei,Sony Interactive Entertainment,sie.com,JP,"61 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan, Tokyo""",https://job-boards.greenhouse.io/siei,2026-09-21
greenhouse,silananotechnologies,Sila Nanotechnologies,silanano.com,US,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan""",https://job-boards.greenhouse.io/silananotechnologies,2026-09-21
greenhouse,similarweb,Similarweb,similarweb.com,IL,"5 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/similarweb,2026-09-21
greenhouse,speechify,Speechify,speechify.com,US,"5 Japan-located posting(s) on the public greenhouse board, e.g. ""Fukuoka, Japan""",https://job-boards.greenhouse.io/speechify,2026-09-21
greenhouse,stackadapt,StackAdapt,stackadapt.com,CA,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan""",https://job-boards.greenhouse.io/stackadapt,2026-09-21
greenhouse,startale,Startale,startale.com,JP,"12 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan""",https://job-boards.greenhouse.io/startale,2026-09-21
greenhouse,tangogameworks,Tango Gameworks,tangogameworks.com,JP,"14 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/tangogameworks,2026-09-21
greenhouse,tanium,Tanium,tanium.com,US,"8 Japan-located posting(s) on the public greenhouse board, e.g. ""Nagoya, Japan (Hybrid); Osaka, Japan (Hybrid); Tokyo, Japan (Hybrid)""",https://job-boards.greenhouse.io/tanium,2026-09-21
greenhouse,telnyx54,Telnyx,telnyx.com,US,"2 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/telnyx54,2026-09-21
greenhouse,tenstorrent,Tenstorrent,tenstorrent.com,US,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Asia; Japan; Korea; Singapore""",https://job-boards.greenhouse.io/tenstorrent,2026-09-21
greenhouse,thetradedesk,The Trade Desk,thetradedesk.com,US,"4 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/thetradedesk,2026-09-21
greenhouse,twilio,Twilio,twilio.com,US,"3 Japan-located posting(s) on the public greenhouse board, e.g. ""Remote - Japan""",https://job-boards.greenhouse.io/twilio,2026-09-21
greenhouse,udemy,Udemy,udemy.com,US,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Remote, Japan""",https://job-boards.greenhouse.io/udemy,2026-09-21
greenhouse,verkada,Verkada,verkada.com,US,"6 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan""",https://job-boards.greenhouse.io/verkada,2026-09-21
greenhouse,wayve,Wayve,wayve.ai,GB,"19 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo""",https://job-boards.greenhouse.io/wayve,2026-09-21
greenhouse,wizinc,Wiz,wiz.io,US,"7 Japan-located posting(s) on the public greenhouse board, e.g. ""Remote - Japan""",https://job-boards.greenhouse.io/wizinc,2026-09-21
greenhouse,workato,Workato,workato.com,US,"5 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/workato,2026-09-21
greenhouse,wpp,WPP,wpp.com,GB,"37 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/wpp,2026-09-21
greenhouse,xai,xAI,x.ai,US,"4 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, Japan""",https://job-boards.greenhouse.io/xai,2026-09-21
greenhouse,zeals,Zeals,zeals.co.jp,JP,"1 Japan-located posting(s) on the public greenhouse board, e.g. ""Japan - Tokyo""",https://job-boards.greenhouse.io/zeals,2026-09-21
greenhouse,zscaler,Zscaler,zscaler.com,US,"36 Japan-located posting(s) on the public greenhouse board, e.g. ""Tokyo, JPN""",https://job-boards.greenhouse.io/zscaler,2026-09-21
lever,Autify,"Autify, Inc.",autify.com,JP,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/Autify,2026-09-21
lever,BlueMatrix,BlueMatrix,bluematrix.com,US,"3 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/BlueMatrix,2026-09-21
lever,EnvisionRPO,Envision RPO,envisionrpo.com,US,"4 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan""",https://jobs.lever.co/EnvisionRPO,2026-09-21
lever,appen,Appen,appen.com,AU,"2 Japan-located posting(s) on the public lever board, e.g. ""Japan""",https://jobs.lever.co/appen,2026-09-21
lever,arcteryx.com,Arcteryx,arcteryx.com,CA,"14 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/arcteryx.com,2026-09-21
lever,binance,Binance,binance.com,KY,"2 Japan-located posting(s) on the public lever board, e.g. ""Japan, Tokyo""",https://jobs.lever.co/binance,2026-09-21
lever,bluebottlecoffee,Blue Bottle Coffee,bluebottlecoffee.com,US,"16 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Kanagawa""",https://jobs.lever.co/bluebottlecoffee,2026-09-21
lever,bluecatnetworks,BlueCat Networks,bluecatnetworks.com,CA,"1 Japan-located posting(s) on the public lever board, e.g. ""Japan Office""",https://jobs.lever.co/bluecatnetworks,2026-09-21
lever,chooose,Chooose,chooose.today,NO,"1 Japan-located posting(s) on the public lever board, e.g. ""Japan""",https://jobs.lever.co/chooose,2026-09-21
lever,cic,Cambridge Innovation Center,cic.com,US,"7 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, JP""",https://jobs.lever.co/cic,2026-09-21
lever,clovirtualfashion,CLO Virtual Fashion,clo3d.com,KR,"5 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/clovirtualfashion,2026-09-21
lever,coupa,Coupa Software,coupa.com,US,"7 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan""",https://jobs.lever.co/coupa,2026-09-21
lever,drivemode,Drivemode,drivemode.com,JP,"7 Japan-located posting(s) on the public lever board, e.g. ""Tokyo Office""",https://jobs.lever.co/drivemode,2026-09-21
lever,extremenetworks,Extreme Networks,extremenetworks.com,US,"7 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan""",https://jobs.lever.co/extremenetworks,2026-09-21
lever,farfetch,Farfetch,farfetch.com,GB,"2 Japan-located posting(s) on the public lever board, e.g. ""JP Tokyo""",https://jobs.lever.co/farfetch,2026-09-21
lever,fresha,Fresha,fresha.com,GB,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/fresha,2026-09-21
lever,ispace-inc,"ispace, inc.",ispace-inc.com,JP,"42 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan""",https://jobs.lever.co/ispace-inc,2026-09-21
lever,kpler,Kpler,kpler.com,BE,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/kpler,2026-09-21
lever,lalamove,Lalamove,lalamove.com,HK,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/lalamove,2026-09-21
lever,matchgroup,Match Group,mtch.com,US,"10 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/matchgroup,2026-09-21
lever,megaport,Megaport,megaport.com,AU,"2 Japan-located posting(s) on the public lever board, e.g. ""Japan""",https://jobs.lever.co/megaport,2026-09-21
lever,mendix,Mendix,mendix.com,NL,"3 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/mendix,2026-09-21
lever,mujininc,Mujin,mujin.co.jp,JP,"81 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan (MJPN)""",https://jobs.lever.co/mujininc,2026-09-21
lever,novaspace,Novaspace,nova.space,FR,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/novaspace,2026-09-21
lever,octoenergy,Octopus Energy Group,octopus.energy,GB,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo (JP)""",https://jobs.lever.co/octoenergy,2026-09-21
lever,palantir,Palantir Technologies,palantir.com,US,"3 Japan-located posting(s) on the public lever board, e.g. ""Tokyo, Japan""",https://jobs.lever.co/palantir,2026-09-21
lever,rws,RWS,rws.com,GB,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/rws,2026-09-21
lever,shieldai,Shield AI,shield.ai,US,"6 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/shieldai,2026-09-21
lever,sonarsource,Sonar,sonarsource.com,CH,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/sonarsource,2026-09-21
lever,tektome,Tektome Inc.,tektome.com,JP,"5 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/tektome,2026-09-21
lever,trustyou,TrustYou,trustyou.com,DE,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/trustyou,2026-09-21
lever,tsmg,TSMG,tsmg.com,PT,"20 Japan-located posting(s) on the public lever board, e.g. ""Kawasaki""",https://jobs.lever.co/tsmg,2026-09-21
lever,tx-inc.com,TELEXISTENCE,tx-inc.com,JP,"40 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/tx-inc.com,2026-09-21
lever,veeva,Veeva Systems,veeva.com,US,"27 Japan-located posting(s) on the public lever board, e.g. ""Japan - Tokyo""",https://jobs.lever.co/veeva,2026-09-21
lever,viseven,Viseven,viseven.com,EE,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/viseven,2026-09-21
lever,vrchat,VRChat,vrchat.com,US,"2 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/vrchat,2026-09-21
lever,weloglobal,Welo Data,welo.ai,US,"18 Japan-located posting(s) on the public lever board, e.g. ""Japan""",https://jobs.lever.co/weloglobal,2026-09-21
lever,woven-by-toyota,Woven by Toyota,woven.toyota,JP,"129 Japan-located posting(s) on the public lever board, e.g. ""東京都中央区""",https://jobs.lever.co/woven-by-toyota,2026-09-21
lever,xsolla,Xsolla,xsolla.com,US,"10 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/xsolla,2026-09-21
lever,zilliz,Zilliz,zilliz.com,US,"1 Japan-located posting(s) on the public lever board, e.g. ""Tokyo""",https://jobs.lever.co/zilliz,2026-09-21
lever_eu,lionbridge,Lionbridge,lionbridge.com,US,"1 Japan-located posting(s) on the public lever_eu board, e.g. ""Japan""",https://jobs.eu.lever.co/lionbridge,2026-09-21
lever_eu,mobileye,Mobileye,mobileye.com,IL,"2 Japan-located posting(s) on the public lever_eu board, e.g. ""Tokyo, Japan""",https://jobs.eu.lever.co/mobileye,2026-09-21
lever_eu,quantinuum,Quantinuum,quantinuum.com,GB,"4 Japan-located posting(s) on the public lever_eu board, e.g. ""Japan Tokyo""",https://jobs.eu.lever.co/quantinuum,2026-09-21
lever_eu,tomtom,TomTom,tomtom.com,NL,"1 Japan-located posting(s) on the public lever_eu board, e.g. ""Tokyo, Japan""",https://jobs.eu.lever.co/tomtom,2026-09-21
